Sigma,Payload_Size,Mean_Energy,Std_Energy
7.9,5,17.701878585866176,3.9495045040458674
7.9,10,19.635478758949805,2.5734529665794
7.9,15,22.38694636739217,0.5981477768241449
7.9,20,21.948211471350714,0.4164552599980308
7.9,25,21.842530655170012,0.3745658460300207
7.9,30,22.041052024940804,0.3633004413398397
7.9,35,21.974329935521432,0.4087875169778562
7.9,40,21.8914732936105,0.5783068118724869
7.9,45,21.73109086817417,0.32926024795783093
7.9,50,21.818508318703007,0.34904820616665355
